Date,City,Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Condition
08-07-2025,Berlin,44.1,77,30.7,0.49,Windy
08-07-2025,Mumbai,24.5,60,24.2,0,Partly Cloudy
08-07-2025,Singapore,14.6,90,23.1,3.92,Foggy
09-07-2025,Riyadh,10.2,71,27.6,2.53,Rainy
09-07-2025,Jeddah,12.8,68,27.6,1.22,Partly Cloudy
09-07-2025,Dammam,26.6,70,36.7,9.48,Windy
09-07-2025,Dubai,16.3,91,17.9,2.39,Partly Cloudy
09-07-2025,Doha,26.2,69,19.7,2.71,Windy
09-07-2025,Cairo,24.5,35,19.8,17.6,Cloudy
09-07-2025,London,19.3,22,10.2,3.41,Cloudy
09-07-2025,New York,11.4,77,35.7,5.5,Partly Cloudy
09-07-2025,Tokyo,19.2,72,21.6,3.59,Partly Cloudy
09-07-2025,Paris,25.8,77,0.1,5.59,Stormy
09-07-2025,Sydney,35.6,41,5.8,6.17,Rainy
09-07-2025,Toronto,26.8,79,4.9,0,Windy
09-07-2025,Berlin,44.6,83,7.5,0,Foggy
09-07-2025,Mumbai,42.2,42,7.1,1.43,Foggy
09-07-2025,Singapore,40.1,85,23,0,Stormy
10-07-2025,Riyadh,32.8,40,12.7,0,Rainy
10-07-2025,Jeddah,44,64,28.7,7.72,Windy
10-07-2025,Dammam,39.9,46,6.6,0,Partly Cloudy
10-07-2025,Dubai,28.5,49,31.8,0,Sunny
10-07-2025,Doha,15.6,72,36.2,0,Stormy
10-07-2025,Cairo,19.3,40,28.1,1.13,Cloudy
10-07-2025,London,15.3,49,0.3,0,Windy
10-07-2025,New York,17.7,26,30.4,2.68,Windy
10-07-2025,Tokyo,5.8,23,7.3,0,Sunny
10-07-2025,Paris,19.6,45,26.8,0,Sunny
10-07-2025,Sydney,36,39,19.1,0,Stormy
10-07-2025,Toronto,35.6,39,5.6,2.01,Stormy
10-07-2025,Berlin,30,25,32.4,0,Partly Cloudy
10-07-2025,Mumbai,43.6,92,25,0,Windy
10-07-2025,Singapore,20.8,46,1,1.4,Cloudy
11-07-2025,Riyadh,12.1,52,38.7,4.47,Stormy
11-07-2025,Jeddah,7.9,23,27.1,4.24,Stormy
11-07-2025,Dammam,31.9,32,29.3,0,Cloudy
11-07-2025,Dubai,15.2,52,31.2,1.63,Partly Cloudy
11-07-2025,Doha,42.6,55,17.2,6.03,Foggy
11-07-2025,Cairo,6.8,57,33.9,6.92,Cloudy
11-07-2025,London,37.3,32,34,6.78,Foggy
11-07-2025,New York,13.6,81,28.4,0,Partly Cloudy
11-07-2025,Tokyo,5.6,34,35.7,0,Cloudy
11-07-2025,Paris,25.9,52,16.3,0,Stormy
11-07-2025,Sydney,33.4,20,22.8,0,Partly Cloudy
11-07-2025,Toronto,10.3,20,38.7,0.63,Stormy
11-07-2025,Berlin,33.9,63,23,0,Windy
11-07-2025,Mumbai,11.8,47,26.2,8.48,Stormy
11-07-2025,Singapore,19.8,59,33.8,4.61,Stormy
12-07-2025,Riyadh,5.8,51,34.4,0,Foggy
12-07-2025,Jeddah,31.4,60,20.2,7.06,Foggy
12-07-2025,Dammam,42.4,86,25.3,7.37,Windy
12-07-2025,Dubai,16.9,46,23.2,4.11,Partly Cloudy
12-07-2025,Doha,39.2,37,37.3,1.23,Windy
12-07-2025,Cairo,9.7,65,39.4,9.23,Cloudy
12-07-2025,London,33.9,82,22.9,5.58,Stormy
12-07-2025,New York,33.2,81,26.8,0,Sunny
12-07-2025,Tokyo,11.2,73,18.9,0,Rainy
12-07-2025,Paris,40.7,62,26.9,0,Sunny
12-07-2025,Sydney,40.6,42,39.5,6.53,Rainy
12-07-2025,Toronto,15.3,26,13,9.5,Partly Cloudy
12-07-2025,Berlin,32.1,70,0.7,0.44,Rainy
12-07-2025,Mumbai,16.4,92,38.5,2.18,Cloudy
12-07-2025,Singapore,26.2,91,22.7,0,Rainy
13-07-2025,Riyadh,30.7,93,11.9,0,Rainy
13-07-2025,Jeddah,37.3,77,0.6,4.93,Sunny
13-07-2025,Dammam,32.7,53,5.8,0,Windy
13-07-2025,Dubai,11.7,76,10.3,8.11,Windy
13-07-2025,Doha,41.7,28,21.8,7.23,Partly Cloudy
13-07-2025,Cairo,25.2,27,18.3,5.46,Stormy
13-07-2025,London,6.8,93,28.7,0,Windy
13-07-2025,New York,5.3,22,16.8,2.01,Stormy
13-07-2025,Tokyo,34.7,30,13,7.95,Foggy
13-07-2025,Paris,31.1,20,35.6,0.31,Rainy
13-07-2025,Sydney,24.6,31,39.4,5.76,Partly Cloudy
13-07-2025,Toronto,20.7,82,17.4,4.18,Partly Cloudy
13-07-2025,Berlin,25.9,27,22.3,0,Windy
13-07-2025,Mumbai,20.8,42,14.7,4.06,Partly Cloudy
13-07-2025,Singapore,41,56,8.6,2.09,Rainy
14-07-2025,Riyadh,34.8,80,38.3,10.96,Cloudy
14-07-2025,Jeddah,6.2,81,21,3.63,Stormy
14-07-2025,Dammam,17.2,94,18,0,Rainy
14-07-2025,Dubai,29.2,54,21,7.33,Cloudy
14-07-2025,Doha,11.9,55,8.2,0,Partly Cloudy
14-07-2025,Cairo,27.7,56,18.5,3.95,Rainy
14-07-2025,London,8.5,31,16,0,Cloudy
14-07-2025,New York,18.1,83,25,0,Sunny
14-07-2025,Tokyo,43.9,69,27.5,6.49,Foggy
14-07-2025,Paris,14.9,35,10,0,Sunny
14-07-2025,Sydney,28.5,44,27.3,0,Rainy
14-07-2025,Toronto,42.3,27,25.9,10.57,Rainy
14-07-2025,Berlin,37,41,12.7,0,Rainy
14-07-2025,Mumbai,8.8,90,16.7,12.19,Stormy
14-07-2025,Singapore,26.4,86,26,9.15,Rainy
15-07-2025,Riyadh,24.1,72,29.8,0,Stormy
15-07-2025,Jeddah,37.7,55,34.8,9.05,Sunny
15-07-2025,Dammam,32.5,27,23.8,0,Foggy
15-07-2025,Dubai,8.6,37,35.5,3.56,Rainy
15-07-2025,Doha,5.4,65,8.7,4.63,Windy
15-07-2025,Cairo,10.3,27,18.7,1.91,Sunny
15-07-2025,London,10.4,93,8.4,5.83,Stormy
15-07-2025,New York,35.7,86,8.1,3.25,Partly Cloudy
15-07-2025,Tokyo,38,78,25.9,7.46,Cloudy
15-07-2025,Paris,9.7,36,26.4,7.26,Foggy
15-07-2025,Sydney,12.4,55,30.1,0,Sunny
15-07-2025,Toronto,6.2,68,36.3,0,Foggy
15-07-2025,Berlin,15.4,86,2.7,3.38,Partly Cloudy
15-07-2025,Mumbai,8.2,62,24.6,7.02,Stormy
15-07-2025,Singapore,18.4,61,29.6,5.92,Cloudy
16-07-2025,Riyadh,44.4,69,12.7,4.94,Sunny
16-07-2025,Jeddah,41.6,47,6.5,0.14,Sunny
16-07-2025,Dammam,21.8,76,0.8,7.35,Cloudy
16-07-2025,Dubai,30.2,79,27.7,7.54,Partly Cloudy
16-07-2025,Doha,41.8,56,7.8,0,Rainy
16-07-2025,Cairo,38,54,37.8,8.09,Cloudy
16-07-2025,London,11.7,82,28.9,0,Cloudy
16-07-2025,New York,19.9,54,28,0,Sunny
16-07-2025,Tokyo,31.5,66,18.8,6.95,Cloudy
16-07-2025,Paris,30.4,45,19,0,Partly Cloudy
16-07-2025,Sydney,26.1,28,28.2,0,Sunny
16-07-2025,Toronto,26.1,89,19.3,0,Windy
16-07-2025,Berlin,44.5,54,37.5,7.22,Rainy
16-07-2025,Mumbai,5.5,92,29.6,0,Partly Cloudy
16-07-2025,Singapore,43,27,11.1,0,Sunny
17-07-2025,Riyadh,44.2,54,10.6,2.56,Partly Cloudy
17-07-2025,Jeddah,21.9,37,34.8,0,Stormy
17-07-2025,Dammam,31.9,55,35.4,4.51,Sunny
17-07-2025,Dubai,39.8,91,2.6,0,Foggy
17-07-2025,Doha,9.9,82,31,0,Sunny
17-07-2025,Cairo,38.9,32,11.5,2.25,Cloudy
17-07-2025,London,42.3,92,8.1,0,Cloudy
17-07-2025,New York,21.2,39,0.2,0,Windy
17-07-2025,Tokyo,44,80,11,0,Sunny
17-07-2025,Paris,37.6,35,6.3,9.3,Stormy
17-07-2025,Sydney,40,56,26,0,Partly Cloudy
17-07-2025,Toronto,23.9,44,20.9,0.55,Foggy
17-07-2025,Berlin,13.3,85,36.9,8.53,Foggy
17-07-2025,Mumbai,14.2,56,21.1,4.79,Cloudy
17-07-2025,Singapore,23,43,35.4,0,Stormy
18-07-2025,Riyadh,18.3,58,25,4.87,Windy
18-07-2025,Jeddah,34.3,58,27.8,2.1,Partly Cloudy
18-07-2025,Dammam,11.5,68,36.9,5.14,Rainy
18-07-2025,Dubai,22,41,25.9,2.16,Stormy
18-07-2025,Doha,5,54,26.8,6.11,Stormy
18-07-2025,Cairo,39.9,69,32.4,0,Windy
18-07-2025,London,18.8,41,13.6,0,Stormy
18-07-2025,New York,38.9,90,33.8,7.92,Rainy
18-07-2025,Tokyo,22.6,25,17.7,0.84,Stormy
18-07-2025,Paris,24,41,30.6,0,Sunny
18-07-2025,Sydney,19.7,30,19.5,0,Stormy
18-07-2025,Toronto,16.2,46,32,1.51,Foggy
18-07-2025,Berlin,15.5,23,25.3,11.75,Windy
18-07-2025,Mumbai,31.5,62,16,0,Rainy
18-07-2025,Singapore,18.4,38,0.5,12.96,Windy
19-07-2025,Riyadh,39.7,86,28.3,12.01,Stormy
19-07-2025,Jeddah,6.5,71,24.3,6.12,Partly Cloudy
19-07-2025,Dammam,7,41,22.8,0,Foggy
19-07-2025,Dubai,17.2,35,15.1,5.33,Rainy
19-07-2025,Doha,21.5,74,33.7,5.98,Rainy
19-07-2025,Cairo,38.4,92,0.6,0,Stormy
19-07-2025,London,14.9,72,31,6.39,Sunny
19-07-2025,New York,30.9,47,25.2,2.26,Stormy
19-07-2025,Tokyo,30.4,49,29.5,0,Windy
19-07-2025,Paris,12.7,56,37.8,0,Windy
19-07-2025,Sydney,28,35,15,0,Foggy
19-07-2025,Toronto,14,31,30.7,4.35,Sunny
19-07-2025,Berlin,39.3,47,32.3,0,Partly Cloudy
19-07-2025,Mumbai,41.8,59,11.4,6.03,Partly Cloudy
19-07-2025,Singapore,43.8,67,17.1,3.06,Sunny
20-07-2025,Riyadh,15.4,76,22.2,6.27,Windy
20-07-2025,Jeddah,37.7,66,11.5,0.15,Rainy
20-07-2025,Dammam,34,78,29.9,8.1,Windy
20-07-2025,Dubai,35.6,63,16.5,0,Rainy
20-07-2025,Doha,6.6,21,35.9,4.21,Cloudy
20-07-2025,Cairo,11.1,60,6.3,0,Foggy
20-07-2025,London,5.4,54,6,1.64,Cloudy
20-07-2025,New York,34.6,81,16.5,0.27,Sunny
20-07-2025,Tokyo,35.3,58,37.3,0,Foggy
20-07-2025,Paris,33.5,47,3.8,9.03,Windy
20-07-2025,Sydney,41.5,88,4.1,0,Rainy
20-07-2025,Toronto,8,22,3.3,1.02,Sunny
20-07-2025,Berlin,32.4,67,17.4,0,Foggy
20-07-2025,Mumbai,31.9,87,0.6,2.49,Foggy
20-07-2025,Singapore,32,51,5.2,8.78,Windy
21-07-2025,Riyadh,36.2,70,32.5,7.62,Stormy
21-07-2025,Jeddah,36.9,20,35,3.82,Cloudy
21-07-2025,Dammam,32.3,80,17.3,0.15,Foggy
21-07-2025,Dubai,34,62,34.6,0,Partly Cloudy
21-07-2025,Doha,33.4,35,2.8,8.02,Windy
21-07-2025,Cairo,8.1,68,21.8,5.72,Rainy
21-07-2025,London,20.1,95,16.6,0,Partly Cloudy
21-07-2025,New York,18.5,64,9.4,0.99,Sunny
21-07-2025,Tokyo,14,91,29.2,2.68,Windy
21-07-2025,Paris,31.1,64,17.2,4.15,Sunny
21-07-2025,Sydney,19.8,82,2.1,12.54,Foggy
21-07-2025,Toronto,8.2,21,12,7.24,Windy
21-07-2025,Berlin,31.6,41,15.5,6.32,Foggy
21-07-2025,Mumbai,44.2,35,7.2,2.14,Cloudy
21-07-2025,Singapore,36.7,95,9,5.22,Cloudy
22-07-2025,Riyadh,33,61,36.2,6.01,Partly Cloudy
22-07-2025,Jeddah,37.4,43,2.7,4,Foggy
22-07-2025,Dammam,33.3,53,31.1,0,Stormy
22-07-2025,Dubai,9.6,45,23,0,Stormy
22-07-2025,Doha,30.1,88,17.7,0,Foggy
22-07-2025,Cairo,43,35,35.5,8.73,Windy
22-07-2025,London,10.4,29,37.4,9.23,Cloudy
22-07-2025,New York,30.6,94,0.8,0,Stormy
22-07-2025,Tokyo,36.7,58,17.1,5.17,Stormy
22-07-2025,Paris,35.3,82,39.6,4.12,Partly Cloudy
22-07-2025,Sydney,38.1,76,20.9,5.02,Cloudy
22-07-2025,Toronto,45,87,23.5,0,Stormy
22-07-2025,Berlin,25.5,74,35.1,3.61,Sunny
22-07-2025,Mumbai,10.1,70,4.6,0,Stormy
22-07-2025,Singapore,24.6,61,5.8,3.29,Foggy
23-07-2025,Riyadh,12.5,95,19.6,9.12,Rainy
23-07-2025,Jeddah,7.7,39,36.5,0,Windy
23-07-2025,Dammam,27.1,93,38.9,0,Windy
23-07-2025,Dubai,7.6,65,37.3,3.98,Partly Cloudy
23-07-2025,Doha,42.7,82,29.4,13.6,Stormy
23-07-2025,Cairo,39.7,80,21.9,6.47,Cloudy
23-07-2025,London,5.5,57,1.8,0,Partly Cloudy
23-07-2025,New York,9.3,75,33.8,0,Foggy
23-07-2025,Tokyo,37.1,66,18.6,6.31,Foggy
23-07-2025,Paris,28.6,29,9.2,2.45,Sunny
23-07-2025,Sydney,37.2,76,15.9,1.29,Sunny
23-07-2025,Toronto,9.8,34,5.1,4.99,Windy
23-07-2025,Berlin,25.2,46,12.9,0,Sunny
23-07-2025,Mumbai,27.7,87,29.2,3.61,Stormy
23-07-2025,Singapore,11.2,61,27.2,4.94,Windy
24-07-2025,Riyadh,22.5,91,4.5,0,Stormy
24-07-2025,Jeddah,14.5,39,23.2,0.74,Cloudy
24-07-2025,Dammam,44.4,44,29.4,3.59,Stormy
24-07-2025,Dubai,17.2,83,30.6,6.51,Rainy
24-07-2025,Doha,12.4,27,20.1,0.12,Partly Cloudy
24-07-2025,Cairo,32.6,39,32.4,2.24,Sunny
24-07-2025,London,22.3,87,10.9,8.07,Rainy
24-07-2025,New York,30,88,22.4,7.75,Sunny
24-07-2025,Tokyo,35.6,94,6.6,0,Windy
24-07-2025,Paris,36,88,0.1,0,Foggy
24-07-2025,Sydney,36.9,71,11,6.56,Stormy
24-07-2025,Toronto,28.1,31,35.4,7.51,Stormy
24-07-2025,Berlin,29.2,52,38.5,5.61,Stormy
24-07-2025,Mumbai,6.2,44,14.4,6.43,Partly Cloudy
24-07-2025,Singapore,40.2,91,11.6,5.09,Cloudy
25-07-2025,Riyadh,11.5,72,33,0,Cloudy
25-07-2025,Jeddah,39.1,70,24.4,0,Sunny
25-07-2025,Dammam,32.2,92,8.5,1.77,Windy
25-07-2025,Dubai,26.9,67,20.5,2.15,Stormy
25-07-2025,Doha,35.4,57,29.7,7.47,Partly Cloudy
25-07-2025,Cairo,17,79,14.7,5.46,Partly Cloudy
25-07-2025,London,22.7,75,11,7.51,Windy
25-07-2025,New York,34.1,51,36.5,9.58,Foggy
25-07-2025,Tokyo,26.4,43,16.8,8.62,Rainy
25-07-2025,Paris,39,51,32.2,0,Sunny
25-07-2025,Sydney,18.9,90,2.7,0,Foggy
25-07-2025,Toronto,14.7,72,34.3,1.18,Foggy
25-07-2025,Berlin,16.3,43,34.2,1.56,Partly Cloudy
25-07-2025,Mumbai,33,53,38.3,5.06,Cloudy
25-07-2025,Singapore,23.5,74,37.5,0.25,Partly Cloudy
26-07-2025,Riyadh,23.1,47,10.9,0.53,Stormy
26-07-2025,Jeddah,33.3,43,3.8,0,Sunny
26-07-2025,Dammam,33,87,5.9,1.57,Stormy
26-07-2025,Dubai,35.5,49,23,1.8,Cloudy
26-07-2025,Doha,12.7,20,16.1,5.5,Foggy
26-07-2025,Cairo,29.2,20,35.2,0,Sunny
26-07-2025,London,6.4,27,8.9,2.45,Stormy
26-07-2025,New York,29.6,78,5.9,10.3,Rainy
26-07-2025,Tokyo,44.4,57,11,0.21,Foggy
26-07-2025,Paris,18,86,15.9,11.39,Stormy
26-07-2025,Sydney,36,62,9.9,0,Sunny
26-07-2025,Toronto,26,48,4.3,3.43,Stormy
26-07-2025,Berlin,11.1,70,11.2,6.28,Sunny
26-07-2025,Mumbai,27.1,56,37,0,Stormy
26-07-2025,Singapore,27.8,40,0.1,6.94,Windy
27-07-2025,Riyadh,35.2,47,18.1,0,Partly Cloudy
27-07-2025,Jeddah,30.2,31,19.7,1.91,Sunny
27-07-2025,Dammam,43.1,35,25.3,0.31,Stormy
27-07-2025,Dubai,11.7,20,27.5,5.32,Foggy
27-07-2025,Doha,13.5,69,4.6,4.48,Rainy
27-07-2025,Cairo,5.9,56,32,3.44,Sunny
27-07-2025,London,5.6,25,28.5,1.18,Stormy
27-07-2025,New York,9,84,38.8,6.29,Partly Cloudy
27-07-2025,Tokyo,35.3,48,0.1,0,Partly Cloudy
27-07-2025,Paris,32.2,90,34.9,5.71,Windy
27-07-2025,Sydney,43.8,87,27.8,3.69,Sunny
27-07-2025,Toronto,21.3,21,2.2,4,Partly Cloudy
27-07-2025,Berlin,18.6,43,21.8,0.92,Partly Cloudy
27-07-2025,Mumbai,24,67,4.9,0.96,Foggy
27-07-2025,Singapore,11,45,23.4,0,Partly Cloudy
28-07-2025,Riyadh,16.5,87,21.6,0,Stormy
28-07-2025,Jeddah,18.9,94,15.4,0.16,Sunny
28-07-2025,Dammam,26,22,37.3,0,Sunny
28-07-2025,Dubai,20.8,26,4.8,0.81,Stormy
28-07-2025,Doha,27.3,67,20.5,0,Rainy
28-07-2025,Cairo,28.4,31,9.3,0,Foggy
28-07-2025,London,25.7,79,10.7,5.49,Windy
28-07-2025,New York,26.1,91,7.8,0,Rainy
28-07-2025,Tokyo,35.3,71,28.1,14.13,Windy
28-07-2025,Paris,31.4,62,28.2,12.14,Windy
28-07-2025,Sydney,12,60,35.1,2.28,Cloudy
28-07-2025,Toronto,44.9,54,1,5.7,Stormy
28-07-2025,Berlin,5,76,39,3.61,Sunny
28-07-2025,Mumbai,43.7,40,25.2,0,Stormy
28-07-2025,Singapore,37.5,55,34,0,Partly Cloudy
29-07-2025,Riyadh,7,92,11.4,1.46,Sunny
29-07-2025,Jeddah,14.2,77,2.3,2.67,Sunny
29-07-2025,Dammam,8.5,51,31.3,0.91,Partly Cloudy
29-07-2025,Dubai,6.7,62,31.3,9.89,Sunny
29-07-2025,Doha,38.5,24,20.2,8.26,Sunny
29-07-2025,Cairo,38.8,64,21.8,12.28,Partly Cloudy
29-07-2025,London,31.3,25,12.7,0,Sunny
29-07-2025,New York,39.1,31,26.7,0,Cloudy
29-07-2025,Tokyo,8.5,20,20.4,0.57,Partly Cloudy
29-07-2025,Paris,36.3,70,21.5,2.06,Windy
29-07-2025,Sydney,26.1,23,1,1.84,Sunny
29-07-2025,Toronto,36.2,39,2.7,8.18,Rainy
29-07-2025,Berlin,23.7,57,21.3,3.68,Rainy
29-07-2025,Mumbai,29.2,84,30,0,Foggy
29-07-2025,Singapore,45,94,6,4.75,Partly Cloudy
30-07-2025,Riyadh,43.1,90,10.2,0,Partly Cloudy
30-07-2025,Jeddah,37.4,26,33.7,14.73,Sunny
30-07-2025,Dammam,38.4,21,10.9,1.61,Windy
30-07-2025,Dubai,8.7,41,37.9,8.71,Windy
30-07-2025,Doha,19.4,80,23.3,3.99,Windy
30-07-2025,Cairo,14.4,93,29.9,3.2,Stormy
30-07-2025,London,44.8,50,13,5.35,Windy
30-07-2025,New York,22.6,31,23.3,0.65,Windy
30-07-2025,Tokyo,25.6,48,14.3,0,Partly Cloudy
30-07-2025,Paris,26.6,79,16,3.44,Stormy
30-07-2025,Sydney,32.5,69,19.3,12.75,Foggy
30-07-2025,Toronto,13.9,47,13.1,0,Windy
30-07-2025,Berlin,8.7,70,39.6,0,Windy
30-07-2025,Mumbai,34.5,90,17.7,7.64,Stormy
30-07-2025,Singapore,25.2,46,1.6,8.73,Windy
31-07-2025,Riyadh,37,44,17.6,0,Partly Cloudy
31-07-2025,Jeddah,36.7,63,23,0.87,Rainy
31-07-2025,Dammam,13.8,57,25.9,0.33,Windy
31-07-2025,Dubai,13.5,63,19.7,0.55,Partly Cloudy
31-07-2025,Doha,40.7,64,32.2,0,Partly Cloudy
31-07-2025,Cairo,31.2,57,27.5,0,Partly Cloudy
31-07-2025,London,6.4,88,22.8,0.67,Cloudy
31-07-2025,New York,22.2,28,37.3,4.37,Stormy
31-07-2025,Tokyo,23.1,70,14.2,0,Cloudy
31-07-2025,Paris,29.3,59,3.7,1.73,Partly Cloudy
31-07-2025,Sydney,24.7,53,36.9,0,Windy
31-07-2025,Toronto,26.4,20,9.7,6.85,Partly Cloudy
31-07-2025,Berlin,26.9,33,28.9,1.29,Stormy
31-07-2025,Mumbai,19,22,19.3,0,Sunny
31-07-2025,Singapore,24.7,39,22.3,6.32,Partly Cloudy
01-08-2025,Riyadh,15.2,22,20.9,0,Rainy
01-08-2025,Jeddah,39,63,25.3,0,Windy
01-08-2025,Dammam,24.4,26,39.1,0,Stormy
01-08-2025,Dubai,32,69,22.9,2.45,Stormy
01-08-2025,Doha,5.8,70,3.7,9.35,Windy
01-08-2025,Cairo,23.6,93,31.8,0,Cloudy
01-08-2025,London,10.5,25,0.5,9.69,Sunny
01-08-2025,New York,13.4,78,31.4,0,Foggy
01-08-2025,Tokyo,25.4,92,24.6,0,Cloudy
01-08-2025,Paris,18,84,20.2,4.31,Windy
01-08-2025,Sydney,24.7,91,21.4,3.12,Stormy
01-08-2025,Toronto,42.2,55,8.2,0,Partly Cloudy
01-08-2025,Berlin,32.6,53,33.1,0,Sunny
01-08-2025,Mumbai,17.9,94,5.2,0,Stormy
01-08-2025,Singapore,21,52,13.4,6.36,Windy
02-08-2025,Riyadh,12.7,48,15.6,3.21,Cloudy
02-08-2025,Jeddah,11.1,36,9.6,0,Sunny
02-08-2025,Dammam,13.7,91,11.3,2.89,Windy
02-08-2025,Dubai,33.1,49,1.3,0,Partly Cloudy
02-08-2025,Doha,23.9,46,35.4,2.48,Windy
02-08-2025,Cairo,39.4,45,26.4,0,Rainy
02-08-2025,London,38.3,55,17.7,13.38,Foggy
02-08-2025,New York,8.4,22,12.5,0,Cloudy
02-08-2025,Tokyo,37,36,15.2,1.88,Partly Cloudy
02-08-2025,Paris,37.5,32,13.8,0,Partly Cloudy
02-08-2025,Sydney,7,50,25.1,5.13,Sunny
02-08-2025,Toronto,16.4,85,18.9,4.16,Foggy
02-08-2025,Berlin,44.6,45,27.3,5.14,Partly Cloudy
02-08-2025,Mumbai,23.8,58,39,0,Cloudy
02-08-2025,Singapore,24.1,28,35.2,7.6,Cloudy
03-08-2025,Riyadh,9.3,62,32,6.87,Cloudy
03-08-2025,Jeddah,42,93,29.6,11.55,Sunny
03-08-2025,Dammam,38.7,77,31.8,2.83,Partly Cloudy
03-08-2025,Dubai,21.3,34,22.4,6.94,Cloudy
03-08-2025,Doha,16.3,27,1.4,9.26,Foggy
03-08-2025,Cairo,24.2,60,9.7,8.38,Stormy
03-08-2025,London,40.8,20,27.9,0.81,Cloudy
03-08-2025,New York,6.5,36,5.7,1.03,Foggy
03-08-2025,Tokyo,10.3,62,22.4,0,Partly Cloudy
03-08-2025,Paris,21.6,45,28.1,4.24,Rainy
03-08-2025,Sydney,19.1,48,11.5,0,Cloudy
03-08-2025,Toronto,39.2,38,34.2,0.68,Partly Cloudy
03-08-2025,Berlin,44.4,22,34.9,6.52,Windy
03-08-2025,Mumbai,31.4,75,6.1,3.06,Stormy
03-08-2025,Singapore,18.3,74,22.1,0,Sunny
04-08-2025,Riyadh,31.7,68,23.5,0,Stormy
04-08-2025,Jeddah,26.4,49,7.1,4.96,Rainy
04-08-2025,Dammam,25,90,25.8,1.37,Rainy
04-08-2025,Dubai,14.6,95,1.2,1.46,Cloudy
04-08-2025,Doha,30.1,79,25.2,13.14,Cloudy
04-08-2025,Cairo,40,27,0.4,0,Windy
04-08-2025,London,38.6,27,1,1.73,Rainy
04-08-2025,New York,9,36,14.8,0,Rainy
04-08-2025,Tokyo,38.5,83,7.5,9.87,Sunny
04-08-2025,Paris,19.7,56,35.7,9.27,Windy
04-08-2025,Sydney,35.2,47,22.8,1.48,Partly Cloudy
04-08-2025,Toronto,19.3,48,11.6,9.88,Foggy
04-08-2025,Berlin,40.3,94,22.9,9.52,Foggy
04-08-2025,Mumbai,32.5,63,36.3,6.61,Partly Cloudy
04-08-2025,Singapore,26.6,45,23.8,1.64,Rainy
05-08-2025,Riyadh,34.3,57,33.7,0,Foggy
05-08-2025,Jeddah,36.5,83,25.1,7.08,Partly Cloudy
05-08-2025,Dammam,42.8,80,38,0.19,Sunny
05-08-2025,Dubai,31.2,87,34.7,2.76,Sunny
05-08-2025,Doha,29.1,83,8.1,1.05,Sunny
05-08-2025,Cairo,36.2,32,27.8,0,Stormy
05-08-2025,London,6.3,75,16.8,2.33,Windy
05-08-2025,New York,16.2,61,36.3,0.37,Sunny
05-08-2025,Tokyo,22.2,76,7.8,0,Cloudy
05-08-2025,Paris,27,59,26.1,3.23,Sunny
05-08-2025,Sydney,10.9,67,7.1,8.76,Cloudy
05-08-2025,Toronto,43.2,26,18.3,0,Stormy
05-08-2025,Berlin,20.5,68,13.7,0,Partly Cloudy
05-08-2025,Mumbai,21.4,41,4.8,0,Rainy
05-08-2025,Singapore,6.9,36,23.7,2.44,Stormy
06-08-2025,Riyadh,26.6,29,15.3,0,Partly Cloudy
06-08-2025,Jeddah,23.2,69,16.1,9.15,Stormy
06-08-2025,Dammam,39.8,36,31.7,0,Rainy
06-08-2025,Dubai,44.1,21,18.9,0,Foggy
06-08-2025,Doha,41.9,22,34.7,0,Stormy
06-08-2025,Cairo,21.5,25,28.2,1.71,Rainy
06-08-2025,London,24.4,69,10.3,10.76,Stormy
06-08-2025,New York,41.6,83,19.3,4.21,Foggy
06-08-2025,Tokyo,23.2,57,9.5,0,Windy
06-08-2025,Paris,37.7,35,10.1,0.99,Sunny
06-08-2025,Sydney,8.2,58,30,0,Partly Cloudy
06-08-2025,Toronto,31.1,90,6.8,2.55,Windy
06-08-2025,Berlin,16.8,84,6.5,0,Rainy
06-08-2025,Mumbai,11.5,64,37.9,0.24,Rainy
06-08-2025,Singapore,19.8,46,37.1,5.64,Foggy
07-08-2025,Riyadh,24.3,89,4.5,0,Rainy
07-08-2025,Jeddah,28.7,95,31.2,0,Sunny
07-08-2025,Dammam,18.7,35,29.6,3.85,Rainy
07-08-2025,Dubai,19.2,40,36.2,5.04,Stormy
07-08-2025,Doha,34,23,31.2,0,Cloudy
07-08-2025,Cairo,9.7,94,38.3,8.69,Windy
07-08-2025,London,38.2,48,22.8,0,Rainy
07-08-2025,New York,23.9,84,0.5,0,Stormy
07-08-2025,Tokyo,32.5,47,6.7,9.76,Partly Cloudy
07-08-2025,Paris,12.5,70,40,4.76,Sunny
07-08-2025,Sydney,34,43,11.5,0,Cloudy
07-08-2025,Toronto,44.8,50,18.5,1.6,Rainy
07-08-2025,Berlin,37,30,12.3,0.24,Cloudy
07-08-2025,Mumbai,21.5,65,3.2,5.72,Stormy
07-08-2025,Singapore,40.1,52,34.2,7.21,Foggy
08-08-2025,Riyadh,39.5,40,1.9,0,Cloudy
08-08-2025,Jeddah,30.1,36,24.1,0,Stormy
08-08-2025,Dammam,11.1,58,36.9,12.04,Sunny
08-08-2025,Dubai,41.1,72,24.3,7.32,Stormy
08-08-2025,Doha,9.4,90,33.4,8.67,Rainy
08-08-2025,Cairo,41.2,95,15.3,0,Stormy
08-08-2025,London,38.8,37,26,0,Sunny
08-08-2025,New York,32.5,24,2.6,9.67,Cloudy
